soort_grond;categorie;id_gemeente;gemeente;id_arrondissement;arrondissement;id_provincie;provincie;aantal_percelen;belastbare_oppervlakte_ha;niet_belastbare_oppervlakte;totale_opp_ha;belastbaar_kadastraal_inkomen;niet_belastbaar_kadastraal_inkomen;totaal_belastbaar_inkomen;
Gebouwen voor sociale zorg en ziekenzorg;Bebouwde percelen;13010;Grobbendonk;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;2;0;0.761;0.761;0;42076;42076;
Gebouwen voor onderwijs. onderzoek en cultuur;Bebouwde percelen;13010;Grobbendonk;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;12;0.9862;2.5399;3.5261;2285;48176;50461;
Gebouwen voor eredienst;Bebouwde percelen;13010;Grobbendonk;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;9;0.0897;0.5148;0.6045;1459;10836;12295;
Gebouwen voor recreatie en sport;Bebouwde percelen;13010;Grobbendonk;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;228;37.2605;8.1433;45.4038;141022;21272;162294;
Andere (bebouwde percelen);Bebouwde percelen;13010;Grobbendonk;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;54;0.6626;1.8191;2.4817;8226;0;8226;
Niet genormaliseerde percelen;Niet genormaliseerde percelen;13010;Grobbendonk;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;0;0;0;0;0;0;0;
Niet gekadastreerde oppervlakte;Niet gekadastreerde oppervlakte;13010;Grobbendonk;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;0;0;0;317.2354;0;0;0;
Akkerland;Onbebouwde percelen;13011;Herentals;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;2015;921.1909;17.9657;939.1566;19962;362;20324;
Grasland;Onbebouwde percelen;13011;Herentals;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;1386;928.8464;33.2852;962.1316;19482;548;20030;
Tuinen en parken;Onbebouwde percelen;13011;Herentals;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;697;64.5543;8.6393;73.1936;2368;398;2766;
Boomgaarden;Onbebouwde percelen;13011;Herentals;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;16;13.521;0;13.521;420;10;430;
Bossen;Onbebouwde percelen;13011;Herentals;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;1120;637.576;35.2742;672.8502;3158;203;3361;
Woeste gronden;Onbebouwde percelen;13011;Herentals;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;740;239.4918;85.8545;325.3463;289;107;396;
Recreatieterreinen;Onbebouwde percelen;13011;Herentals;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;39;22.6034;9.2608;31.8642;662;354;1016;
Gekadastreerde wateren;Onbebouwde percelen;13011;Herentals;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;32;15.4459;3.6685;19.1144;40;5;45;
Gekadastreerde wegenis;Onbebouwde percelen;13011;Herentals;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;138;8.8417;12.5278;21.3695;27;60;87;
Andere (onbebouwde percelen);Onbebouwde percelen;13011;Herentals;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;826;75.6617;11.9478;87.6095;40331;34675;75006;
Appartementen;Bebouwde percelen;13011;Herentals;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;4859;36.0675;0;36.0675;2680889;118220;2799109;
Buildings;Bebouwde percelen;13011;Herentals;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;189;8.1377;0;8.1377;805556;2780;808336;
Huizen en hoeven;Bebouwde percelen;13011;Herentals;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;9108;585.7816;0.3916;586.1732;7900327;12706;7913033;
Bijgebouwen met inbegrip van serres;Bebouwde percelen;13011;Herentals;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;616;53.8068;0.4283;54.2351;169959;4380;174339;
Ambachts- en industriegebouwen;Bebouwde percelen;13011;Herentals;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;185;137.124;2.8437;139.9677;4445814;2921910;7367724;
Opslagruimten;Bebouwde percelen;13011;Herentals;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;208;99.7379;7.3593;107.0972;1862346;77839;1940185;
Kantoorgebouwen;Bebouwde percelen;13011;Herentals;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;38;8.3631;0;8.3631;392658;14713;407371;
Gebouwen met handelsbestemming;Bebouwde percelen;13011;Herentals;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;468;38.993;0.4428;39.4358;1515515;12966;1528481;
Openbare gebouwen;Bebouwde percelen;13011;Herentals;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;20;0.6012;5.5223;6.1235;86679;270671;357350;
Gebouwen voor nutsvoorzieningen;Bebouwde percelen;13011;Herentals;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;146;2.0051;13.379;15.3841;173996;520858;694854;
Gebouwen voor sociale zorg en ziekenzorg;Bebouwde percelen;13011;Herentals;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;18;5.4229;6.6108;12.0337;68757;318290;387047;
Gebouwen voor onderwijs. onderzoek en cultuur;Bebouwde percelen;13011;Herentals;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;50;14.2883;12.4802;26.7685;85577;434971;520548;
Gebouwen voor eredienst;Bebouwde percelen;13011;Herentals;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;25;2.4845;1.1686;3.6531;42459;58160;100619;
Gebouwen voor recreatie en sport;Bebouwde percelen;13011;Herentals;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;238;53.6969;11.3316;65.0285;213431;162947;376378;
Andere (bebouwde percelen);Bebouwde percelen;13011;Herentals;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;35;1.3963;0.1909;1.5872;2631;6794;9425;
Niet genormaliseerde percelen;Niet genormaliseerde percelen;13011;Herentals;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;0;0;0;0;0;0;0;
Niet gekadastreerde oppervlakte;Niet gekadastreerde oppervlakte;13011;Herentals;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;0;0;0;599.8594;0;0;0;
Akkerland;Onbebouwde percelen;13012;Herenthout;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;1358;878.03;0.8842;878.9142;21578;26;21604;
Grasland;Onbebouwde percelen;13012;Herenthout;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;743;554.4388;0.4661;554.9049;11802;12;11814;
Tuinen en parken;Onbebouwde percelen;13012;Herenthout;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;226;17.3288;0.4092;17.738;640;65;705;
Boomgaarden;Onbebouwde percelen;13012;Herenthout;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;3;1.2199;0;1.2199;39;0;39;
Bossen;Onbebouwde percelen;13012;Herenthout;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;488;259.6779;97.7586;357.4365;1303;566;1869;
Woeste gronden;Onbebouwde percelen;13012;Herenthout;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;44;22.7598;0;22.7598;29;0;29;
Recreatieterreinen;Onbebouwde percelen;13012;Herenthout;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;3;1.111;1.0045;2.1155;37;33;70;
Gekadastreerde wateren;Onbebouwde percelen;13012;Herenthout;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;9;2.8562;1.2145;4.0707;14;2;16;
Gekadastreerde wegenis;Onbebouwde percelen;13012;Herenthout;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;90;10.1289;5.5842;15.7131;38;17;55;
Andere (onbebouwde percelen);Onbebouwde percelen;13012;Herenthout;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;245;20.2903;1.1414;21.4317;4530;882;5412;
Appartementen;Bebouwde percelen;13012;Herenthout;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;619;9.6827;0;9.6827;217101;8198;225299;
Buildings;Bebouwde percelen;13012;Herenthout;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;49;2.7708;0.0052;2.776;125713;0;125713;
Huizen en hoeven;Bebouwde percelen;13012;Herenthout;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;3241;252.6886;0.0505;252.7391;2441493;2432;2443925;
Bijgebouwen met inbegrip van serres;Bebouwde percelen;13012;Herenthout;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;200;29.8145;0.0281;29.8426;75448;162;75610;
Ambachts- en industriegebouwen;Bebouwde percelen;13012;Herenthout;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;68;25.1847;0.2032;25.3879;498410;31953;530363;
Opslagruimten;Bebouwde percelen;13012;Herenthout;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;48;22.7669;0.3;23.0669;290465;8874;299339;
Kantoorgebouwen;Bebouwde percelen;13012;Herenthout;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;7;1.6508;0;1.6508;17040;0;17040;
Gebouwen met handelsbestemming;Bebouwde percelen;13012;Herenthout;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;121;13.9792;0.0705;14.0497;324385;4773;329158;
Openbare gebouwen;Bebouwde percelen;13012;Herenthout;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;1;0;0.3566;0.3566;0;23062;23062;
Gebouwen voor nutsvoorzieningen;Bebouwde percelen;13012;Herenthout;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;45;1.0732;1.1032;2.1764;21699;20795;42494;
Gebouwen voor sociale zorg en ziekenzorg;Bebouwde percelen;13012;Herenthout;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;5;1.6476;1.1261;2.7737;52678;7031;59709;
Gebouwen voor onderwijs. onderzoek en cultuur;Bebouwde percelen;13012;Herenthout;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;5;1.1294;2.2621;3.3915;245;37999;38244;
Gebouwen voor eredienst;Bebouwde percelen;13012;Herenthout;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;7;0.014;0.2533;0.2673;0;5013;5013;
Gebouwen voor recreatie en sport;Bebouwde percelen;13012;Herenthout;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;82;14.9626;0.1485;15.1111;56935;1690;58625;
Andere (bebouwde percelen);Bebouwde percelen;13012;Herenthout;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;3;0.1176;0;0.1176;1524;0;1524;
Niet genormaliseerde percelen;Niet genormaliseerde percelen;13012;Herenthout;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;0;0;0;0;0;0;0;
Niet gekadastreerde oppervlakte;Niet gekadastreerde oppervlakte;13012;Herenthout;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;0;0;0;95.3616;0;0;0;
Akkerland;Onbebouwde percelen;13013;Herselt;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;4566;1925.6841;32.8766;1958.5607;40663;634;41297;
Grasland;Onbebouwde percelen;13013;Herselt;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;1463;665.3476;24.2856;689.6332;12990;413;13403;
Tuinen en parken;Onbebouwde percelen;13013;Herselt;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;289;27.1692;1.942;29.1112;911;70;981;
Boomgaarden;Onbebouwde percelen;13013;Herselt;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;16;4.6213;0;4.6213;124;0;124;
Bossen;Onbebouwde percelen;13013;Herselt;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;2162;736.606;317.4227;1054.0287;2767;1234;4001;
Woeste gronden;Onbebouwde percelen;13013;Herselt;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;340;129.6191;27.7866;157.4057;144;38;182;
Recreatieterreinen;Onbebouwde percelen;13013;Herselt;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;9;4.2714;2.4136;6.685;121;69;190;
Gekadastreerde wateren;Onbebouwde percelen;13013;Herselt;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;32;15.2997;0.256;15.5557;76;0;76;
Gekadastreerde wegenis;Onbebouwde percelen;13013;Herselt;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;155;19.1594;10.0639;29.2233;80;40;120;
Andere (onbebouwde percelen);Onbebouwde percelen;13013;Herselt;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;582;61.7212;2.306;64.0272;14257;1505;15762;
Appartementen;Bebouwde percelen;13013;Herselt;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;626;6.524;0;6.524;222284;11173;233457;
Buildings;Bebouwde percelen;13013;Herselt;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;44;3.537;0;3.537;143491;0;143491;
Huizen en hoeven;Bebouwde percelen;13013;Herselt;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;5432;685.3794;0.1881;685.5675;4728141;797;4728938;
Bijgebouwen met inbegrip van serres;Bebouwde percelen;13013;Herselt;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;399;90.6114;0.2348;90.8462;146719;76;146795;
Ambachts- en industriegebouwen;Bebouwde percelen;13013;Herselt;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;55;7.2952;0;7.2952;180323;86708;267031;
Opslagruimten;Bebouwde percelen;13013;Herselt;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;65;18.5727;0;18.5727;201403;814;202217;
Kantoorgebouwen;Bebouwde percelen;13013;Herselt;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;4;0.2086;0;0.2086;5764;0;5764;
Gebouwen met handelsbestemming;Bebouwde percelen;13013;Herselt;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;182;23.6228;0.4256;24.0484;441020;13255;454275;
Openbare gebouwen;Bebouwde percelen;13013;Herselt;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;5;0.5096;0.397;0.9066;7170;40423;47593;
Gebouwen voor nutsvoorzieningen;Bebouwde percelen;13013;Herselt;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;116;1.9486;1.3093;3.2579;9048;136800;145848;
Gebouwen voor sociale zorg en ziekenzorg;Bebouwde percelen;13013;Herselt;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;7;3.2276;1.4873;4.7149;17439;119649;137088;
Gebouwen voor onderwijs. onderzoek en cultuur;Bebouwde percelen;13013;Herselt;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;13;1.4681;2.2533;3.7214;24;42589;42613;
Gebouwen voor eredienst;Bebouwde percelen;13013;Herselt;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;29;0.4129;1.4924;1.9053;0;24787;24787;
Gebouwen voor recreatie en sport;Bebouwde percelen;13013;Herselt;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;1039;158.5234;2.5058;161.0292;422042;7110;429152;
Andere (bebouwde percelen);Bebouwde percelen;13013;Herselt;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;17;1.3921;0;1.3921;24;0;24;
Niet genormaliseerde percelen;Niet genormaliseerde percelen;13013;Herselt;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;0;0;0;0;0;0;0;
Niet gekadastreerde oppervlakte;Niet gekadastreerde oppervlakte;13013;Herselt;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;0;0;0;209.5444;0;0;0;
Akkerland;Onbebouwde percelen;13014;Hoogstraten;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;1820;989.167;91.3292;1080.4962;40173;3376;43549;
Grasland;Onbebouwde percelen;13014;Hoogstraten;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;4802;5544.726;200.4229;5745.1489;205053;7311;212364;
Tuinen en parken;Onbebouwde percelen;13014;Hoogstraten;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;588;71.4024;11.7828;83.1852;4362;1053;5415;
Boomgaarden;Onbebouwde percelen;13014;Hoogstraten;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;8;2.5252;0;2.5252;116;0;116;
Bossen;Onbebouwde percelen;13014;Hoogstraten;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;1473;806.2101;358.6338;1164.8439;3207;1339;4546;
Woeste gronden;Onbebouwde percelen;13014;Hoogstraten;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;241;101.3821;44.0222;145.4043;142;64;206;
Recreatieterreinen;Onbebouwde percelen;13014;Hoogstraten;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;22;11.2488;1.185;12.4338;412;238;650;
Gekadastreerde wateren;Onbebouwde percelen;13014;Hoogstraten;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;42;39.8277;8.0833;47.911;589;33;622;
Gekadastreerde wegenis;Onbebouwde percelen;13014;Hoogstraten;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;439;49.2735;11.0992;60.3727;570;139;709;
Andere (onbebouwde percelen);Onbebouwde percelen;13014;Hoogstraten;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;764;74.1557;6.3794;80.5351;38747;7854;46601;
Appartementen;Bebouwde percelen;13014;Hoogstraten;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;3163;23.1567;0;23.1567;1334459;24475;1358934;
Buildings;Bebouwde percelen;13014;Hoogstraten;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;130;8.9307;0;8.9307;518682;18021;536703;
Huizen en hoeven;Bebouwde percelen;13014;Hoogstraten;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;6654;771.9101;2.7843;774.6944;7089173;20043;7109216;
Bijgebouwen met inbegrip van serres;Bebouwde percelen;13014;Hoogstraten;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;959;396.1024;2.7972;398.8996;1010568;6379;1016947;
Ambachts- en industriegebouwen;Bebouwde percelen;13014;Hoogstraten;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;138;83.6007;2.9979;86.5986;2833471;704552;3538023;
Opslagruimten;Bebouwde percelen;13014;Hoogstraten;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;227;116.4307;1.6704;118.1011;2250108;74426;2324534;
Kantoorgebouwen;Bebouwde percelen;13014;Hoogstraten;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;14;2.687;0;2.687;66184;0;66184;
Gebouwen met handelsbestemming;Bebouwde percelen;13014;Hoogstraten;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;235;63.6327;0.5487;64.1814;1018397;29362;1047759;
Openbare gebouwen;Bebouwde percelen;13014;Hoogstraten;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;17;0.6138;8.5653;9.1791;26390;232098;258488;
Gebouwen voor nutsvoorzieningen;Bebouwde percelen;13014;Hoogstraten;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;199;3.3034;7.3043;10.6077;45946;263718;309664;
Gebouwen voor sociale zorg en ziekenzorg;Bebouwde percelen;13014;Hoogstraten;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;7;1.5979;0.2676;1.8655;111656;39341;150997;
Gebouwen voor onderwijs. onderzoek en cultuur;Bebouwde percelen;13014;Hoogstraten;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;42;26.0274;4.9121;30.9395;195841;457542;653383;
Gebouwen voor eredienst;Bebouwde percelen;13014;Hoogstraten;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;38;1.0092;1.3775;2.3867;0;45162;45162;
Gebouwen voor recreatie en sport;Bebouwde percelen;13014;Hoogstraten;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;86;19.5229;0.6354;20.1583;130644;52142;182786;
Andere (bebouwde percelen);Bebouwde percelen;13014;Hoogstraten;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;8;2.102;0;2.102;14286;0;14286;
Niet genormaliseerde percelen;Niet genormaliseerde percelen;13014;Hoogstraten;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;0;0;0;0;0;0;0;
Niet gekadastreerde oppervlakte;Niet gekadastreerde oppervlakte;13014;Hoogstraten;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;0;0;0;554.4979;0;0;0;
Akkerland;Onbebouwde percelen;13016;Hulshout;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;1344;503.0187;1.6377;504.6564;9739;21;9760;
Grasland;Onbebouwde percelen;13016;Hulshout;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;538;228.3796;8.0948;236.4744;3609;113;3722;
Tuinen en parken;Onbebouwde percelen;13016;Hulshout;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;346;35.725;0.3139;36.0389;1114;12;1126;
Boomgaarden;Onbebouwde percelen;13016;Hulshout;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;7;4.2481;0;4.2481;149;0;149;
Bossen;Onbebouwde percelen;13016;Hulshout;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;465;159.2175;60.7815;219.999;825;261;1086;
Woeste gronden;Onbebouwde percelen;13016;Hulshout;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;62;28.2585;5.9145;34.173;41;11;52;
Recreatieterreinen;Onbebouwde percelen;13016;Hulshout;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;6;6.1405;1.1578;7.2983;154;29;183;
Gekadastreerde wateren;Onbebouwde percelen;13016;Hulshout;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;24;6.6673;0.092;6.7593;29;0;29;
Gekadastreerde wegenis;Onbebouwde percelen;13016;Hulshout;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;124;4.7696;3.0537;7.8233;6;9;15;
Andere (onbebouwde percelen);Onbebouwde percelen;13016;Hulshout;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;514;52.2623;1.9502;54.2125;14881;262;15143;
Appartementen;Bebouwde percelen;13016;Hulshout;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;881;8.1746;0;8.1746;331687;14324;346011;
Buildings;Bebouwde percelen;13016;Hulshout;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;43;2.7855;0;2.7855;142990;0;142990;
Huizen en hoeven;Bebouwde percelen;13016;Hulshout;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;3767;343.2082;0.0244;343.2326;3220900;1080;3221980;
Bijgebouwen met inbegrip van serres;Bebouwde percelen;13016;Hulshout;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;159;22.6556;0.0111;22.6667;26201;153;26354;
Ambachts- en industriegebouwen;Bebouwde percelen;13016;Hulshout;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;66;49.8161;0.9679;50.784;983535;75950;1059485;
