Kracht (N);Uitrekking (mm)
38415.4;19.298
38411.8;19.299
38405.933;19.3
38402.333;19.301
38397.667;19.303
38392.533;19.304
38389;19.305
38386.067;19.306
38380.933;19.308
38377.667;19.309
38372.933;19.31
38370.867;19.311
38366.6;19.313
38363.4;19.314
38361.067;19.315
38358.267;19.316
38353.467;19.318
38350.6;19.319
38348.467;19.32
38344;19.321
38340.8;19.323
38337.6;19.324
38334.933;19.325
38333.067;19.326
38329.933;19.328
38327.6;19.329
38324.867;19.33
38320.867;19.331
38318.6;19.333
38316.333;19.334
38311.533;19.335
38308.867;19.336
38303.933;19.338
38300.533;19.339
38296.8;19.34
38294.333;19.341
38290.067;19.343
38287.267;19.344
38284.267;19.345
38279.4;19.346
38277.467;19.348
38274.133;19.349
38268.8;19.35
38266.467;19.351
38261.533;19.353
38258.933;19.354
38254.2;19.355
38250.8;19.356
38244.933;19.358
38241.933;19.359
38237.667;19.36
38234.067;19.361
38229;19.363
38225.267;19.364
38222;19.365
38218.867;19.366
38215.6;19.368
38212.933;19.369
38207.067;19.37
38203.933;19.371
38200.533;19.373
38195.2;19.374
38191.2;19.375
38186.333;19.376
38181.667;19.378
38178.267;19.379
38174.867;19.38
38171.933;19.381
38168.2;19.383
38163.533;19.384
38160.467;19.385
38157.533;19.386
38153.733;19.388
38149.6;19.389
38147.133;19.39
38143.933;19.391
38140.2;19.393
38135.667;19.394
38131.2;19.395
38127;19.396
38121.867;19.398
38118.533;19.399
38114.8;19.4
38112.467;19.401
38109.2;19.403
38106.067;19.404
38103.133;19.405
38098.867;19.406
38094.733;19.408
38092.933;19.409
38087.333;19.41
38082.267;19.411
38078.133;19.413
38075.733;19.414
38072.6;19.415
38068;19.416
38063.667;19.418
38060.2;19.419
38056.533;19.42
38053.333;19.421
38047.067;19.423
38044.133;19.424
38040.067;19.425
38036.133;19.426
38030.067;19.428
38027;19.429
38023.933;19.43
38018.8;19.431
38013.533;19.433
38009.2;19.434
38005.4;19.435
38000.533;19.436
37996.067;19.438
37991.933;19.439
37988.933;19.44
37986.067;19.441
37981.333;19.443
37978.6;19.444
37976;19.445
37971.933;19.446
37967.667;19.448
37964.6;19.449
37961.6;19.45
37958;19.451
37954.733;19.453
37950.6;19.454
37946.133;19.455
37941.667;19.456
37939.067;19.458
37934.933;19.459
37929.067;19.46
37926.933;19.461
37924.267;19.463
37918.4;19.464
37915.333;19.465
37913.2;19.466
37909.6;19.468
37905.133;19.469
37902.267;19.47
37900.133;19.471
37894.6;19.473
37890.6;19.474
37887.467;19.475
37884.933;19.476
37879.733;19.478
37875.2;19.479
37871.333;19.48
37868.667;19.481
37865;19.483
37861.8;19.484
37859.733;19.485
37854.333;19.486
37851.667;19.488
37846.333;19.489
37842.6;19.49
37840.4;19.491
37835.533;19.493
37831.4;19.494
37827.533;19.495
37823;19.496
37818.2;19.498
37813.533;19.499
37810.2;19.5
37806.933;19.501
37801.933;19.503
37797.667;19.504
37794.4;19.505
37790.133;19.506
37785.467;19.508
37782.133;19.509
37779.333;19.51
37774.133;19.511
37769.267;19.513
37765.733;19.514
37763.267;19.515
37757;19.516
37753.467;19.518
37750;19.519
37746.2;19.52
37741.4;19.521
37737.8;19.523
37734.467;19.524
37728.467;19.525
37723.933;19.526
37718.6;19.528
37714.933;19.529
37711.467;19.53
37708;19.531
37703.8;19.533
37699.2;19.534
37697.067;19.535
37694.867;19.536
37690.067;19.538
37687.467;19.539
37684.267;19.54
37681.933;19.541
37678.6;19.543
37675.533;19.544
37673;19.545
37668.6;19.546
37664.133;19.548
37660.533;19.549
37657.333;19.55
37653;19.551
37648.333;19.553
37642.933;19.554
37640.533;19.555
37636.933;19.556
37633.8;19.558
37631.533;19.559
37627.2;19.56
37622.933;19.561
37619.133;19.563
37615.333;19.564
37611;19.565
37607.867;19.566
37602.667;19.568
37597.867;19.569
37593.533;19.57
37590.067;19.571
37585;19.573
37580;19.574
37575.8;19.575
37572.333;19.576
37566.733;19.578
37562.4;19.579
37557.667;19.58
37554.067;19.581
37549.867;19.583
37545.667;19.584
37542.2;19.585
37538.733;19.586
37533.333;19.588
37529.667;19.589
37526.333;19.59
37523.333;19.591
37519.667;19.593
37514.733;19.594
37511.4;19.595
37508.267;19.596
37503.067;19.598
37498.933;19.599
37495.667;19.6
37493;19.601
37488.667;19.603
37485.4;19.604
37481.533;19.605
37478.8;19.606
37475.8;19.608
37473.4;19.609
37468.733;19.61
37465.8;19.611
37461.933;19.613
37457.667;19.614
37455;19.615
37452.867;19.616
37449.6;19.618
37447.2;19.619
37443.267;19.62
37438.8;19.621
37433.933;19.623
37429.2;19.624
37425.6;19.625
37421;19.626
37418.867;19.628
37414.667;19.629
37411.333;19.63
37408.333;19.631
37403.8;19.633
37400.733;19.634
37395.867;19.635
37393.267;19.636
37388.133;19.638
37382.267;19.639
37378.6;19.64
37376.533;19.641
37371.533;19.643
37366.067;19.644
37362.933;19.645
37358.867;19.646
37349.667;19.648
37345;19.649
37341.467;19.65
37337.267;19.651
37332.333;19.653
37327.533;19.654
37323.533;19.655
37319;19.656
37314.933;19.658
37310.333;19.659
37307.867;19.66
37303.8;19.661
37298.867;19.663
37294.267;19.664
37291.067;19.665
37287;19.666
37282.867;19.668
37277.267;19.669
37273.2;19.67
37268.4;19.671
37265.733;19.673
37260.533;19.674
37257.067;19.675
37252.933;19.676
37250.333;19.678
37245.6;19.679
37241.933;19.68
37239;19.681
37236.8;19.683
37233.733;19.684
37231.067;19.685
37228.867;19.686
37225.933;19.688
37222;19.689
37217.133;19.69
37212.667;19.691
37209.333;19.693
37205.467;19.694
37200.733;19.695
37196.933;19.696
37191.4;19.698
37188.533;19.699
37184.667;19.7
37180.933;19.701
37176.267;19.703
37171.467;19.704
37167.533;19.705
37164.067;19.706
37159.867;19.708
37156.2;19.709
37152.6;19.71
37149.267;19.711
37145.267;19.713
37139.8;19.714
37135.467;19.715
37128.667;19.716
37125.533;19.718
37121.4;19.719
37117.467;19.72
37112.667;19.721
37109.667;19.723
37105.2;19.724
37100.667;19.725
37097.2;19.726
37094.2;19.728
37091.2;19.729
37087.2;19.73
37083.2;19.731
37080.267;19.733
37074.533;19.734
37071.267;19.735
37067.067;19.736
37062.2;19.738
37058.067;19.739
37054.8;19.74
37051.933;19.741
37047.533;19.743
37042.867;19.744
37037.8;19.745
37032.333;19.746
37026.6;19.748
37023.067;19.749
37019.2;19.75
37012.8;19.751
37008.6;19.753
37005.667;19.754
37001.6;19.755
36997.267;19.756
36993.4;19.758
36990.933;19.759
36984.333;19.76
36981;19.761
36978.333;19.763
36974.467;19.764
36972;19.765
36967.4;19.766
36963.267;19.768
36958.8;19.769
36954.467;19.77
36948.8;19.771
36945.333;19.773
36939.4;19.774
36934.667;19.775
36930.533;19.776
36926.133;19.778
36921.867;19.779
36917.6;19.78
36914;19.781
36908.933;19.783
36903.867;19.784
36900.667;19.785
36896.6;19.786
36892.067;19.788
36887.6;19.789
36884;19.79
36878.133;19.791
36873.8;19.793
36870.933;19.794
36864;19.795
36858.867;19.796
36856.2;19.798
36853.733;19.799
36849.133;19.8
36845;19.801
36841.4;19.803
36839;19.804
36834.333;19.805
36830.067;19.806
36825.6;19.808
36821.133;19.809
36817.533;19.81
36812.6;19.811
36809.533;19.813
36802.533;19.814
36800.467;19.815
36794.867;19.816
36789.6;19.818
36785.467;19.819
36781.8;19.82
36778.4;19.821
36775;19.823
36770.733;19.824
36767.667;19.825
36762.867;19.826
36759.333;19.828
36754.933;19.829
36752.333;19.83
36748.6;19.831
36744.067;19.833
36740.333;19.834
36737.267;19.835
36731.933;19.836
36729.067;19.838
36726;19.839
36720.467;19.84
36714.667;19.841
36711.333;19.843
36709.2;19.844
36704.533;19.845
36701;19.846
36697.667;19.848
36695.133;19.849
36690.667;19.85
36686.333;19.851
36683.333;19.853
36676.8;19.854
36672.467;19.855
36669.133;19.856
36663.2;19.858
36659.4;19.859
36654.133;19.86
36650.667;19.861
36644.933;19.863
36640.4;19.864
36636;19.865
36631;19.866
36625.667;19.868
36621.133;19.869
36615.067;19.87
36610.8;19.871
36606.6;19.873
36602;19.874
36598.067;19.875
36592;19.876
36588.133;19.878
36582.933;19.879
36577.4;19.88
36573.267;19.881
36569.533;19.883
36566;19.884
36560.133;19.885
36554.667;19.886
36552;19.888
36546.333;19.889
36543.333;19.89
36538.867;19.891
36535.933;19.893
36528.533;19.894
36525.4;19.895
36521.133;19.896
36515.8;19.898
36513.2;19.899
36510.6;19.9
36505.6;19.901
36500.867;19.903
36497.4;19.904
36494.8;19.905
36488.933;19.906
36485.933;19.908
36481.333;19.909
36477.267;19.91
36473.133;19.911
36469.533;19.913
36464.8;19.914
36461.533;19.915
36458.4;19.916
36455.333;19.918
36450.733;19.919
36445.6;19.92
36441.133;19.921
36438.4;19.923
36435.8;19.924
36430.267;19.925
36426.133;19.926
36423.2;19.928
36418.667;19.929
36414.6;19.93
36410.867;19.931
36407.733;19.933
36403.267;19.934
36400.267;19.935
36396.467;19.936
36393.4;19.938
36386.467;19.939
36382.6;19.94
36378.267;19.941
36374.467;19.943
36369.6;19.944
36364.733;19.945
36360.133;19.946
36354.933;19.948
36349.6;19.949
36344.667;19.95
36340.2;19.951
36334.2;19.953
36328.067;19.954
36321.733;19.955
36317.133;19.956
36313.067;19.958
36306.267;19.959
36301.133;19.96
36296.4;19.961
36292.733;19.963
36288.467;19.964
36282.6;19.965
36277.4;19.966
36273.2;19.968
36269.467;19.969
36265.8;19.97
36262.067;19.971
36258.2;19.973
36255;19.974
36249.533;19.975
36246.667;19.976
36243.467;19.978
36240.867;19.979
36234.267;19.98
36231.4;19.981
36227.6;19.983
36223.8;19.984
36219.467;19.985
36214.8;19.986
36211.867;19.988
36209;19.989
36205.933;19.99
36201.667;19.991
36197.4;19.993
36191.733;19.994
36189.467;19.995
36185.867;19.996
36181.467;19.998
36175.333;19.999
36170.133;20
36166.067;20.002
36161.067;20.003
36157.6;20.004
36153.733;20.005
36148.8;20.006
36143.6;20.008
36139.467;20.009
36134.867;20.01
36129.667;20.012
36125.533;20.013
36122.267;20.014
36117.667;20.015
36113.2;20.016
36108.733;20.018
36103.733;20.019
36098.667;20.02
36091.6;20.021
36087.8;20.023
36082.267;20.024
36077.467;20.025
36072.533;20.026
36067.533;20.028
36063.333;20.029
36059.2;20.03
36056.067;20.032
36051.6;20.033
36047.8;20.034
36041.467;20.035
36037.867;20.036
36034.2;20.038
36030.867;20.039
36026.667;20.04
36022.8;20.041
36019.2;20.043
36014.067;20.044
36011.533;20.045
36008.067;20.046
36002.533;20.048
35999.8;20.049
35996.533;20.05
35993.333;20.051
35989.267;20.053
35986.267;20.054
35983.067;20.055
35979.467;20.056
35976.333;20.058
35972.2;20.059
35969.333;20.06
35962.8;20.061
35958.933;20.063
35954.2;20.064
35949.933;20.065
35945.4;20.066
35940.867;20.068
35937.4;20.069
35929.533;20.07
35924.267;20.072
35919.333;20.073
35914.733;20.074
35911.133;20.075
35905.267;20.076
35899.4;20.078
35895.533;20.079
35891.933;20.08
35888.333;20.081
35882.267;20.083
35877.133;20.084
35872.4;20.085
35867.4;20.086
35861.533;20.088
35857.2;20.089
35852.067;20.09
35846.867;20.091
35841.333;20.093
35837.667;20.094
35833.333;20.095
35828.867;20.097
35824.267;20.098
35819.2;20.099
35814.533;20.1
35811.067;20.102
35805.933;20.103
35799.933;20.104
35794.8;20.105
35790.4;20.106
35785.867;20.108
35781.067;20.109
35777.6;20.11
35773.267;20.111
35768.133;20.113
35763.667;20.114
35759.4;20.115
35754.6;20.116
35750.2;20.118
35746.867;20.119
35740.533;20.12
35735.667;20.121
35731.267;20.123
35728.867;20.124
35724.867;20.125
35718.867;20.126
35713.667;20.128
35709.733;20.129
35706.6;20.13
35702.467;20.131
35696.8;20.133
35692.6;20.134
35688.8;20.135
35683.733;20.136
35679.533;20.138
35675.2;20.139
35671.4;20.14
35667;20.141
35661.867;20.143
35658.867;20.144
35654.467;20.145
35649.8;20.146
35645.933;20.148
35642.467;20.149
35639.067;20.15
35635.267;20.151
35630.133;20.153
35624.8;20.154
35618.933;20.155
35615.467;20.157
35609.533;20.158
35603.867;20.159
35599.467;20.16
35594.2;20.161
35590.067;20.163
35583.333;20.164
35576.8;20.165
35571.733;20.166
35566.933;20.168
35562.4;20.169
35556.933;20.17
35552.133;20.172
35547.2;20.173
35542.067;20.174
35537.467;20.175
35533.133;20.177
35527.667;20.178
35522;20.179
35515.733;20.18
35512;20.181
35506.333;20.183
35503;20.184
35499.133;20.185
35495.867;20.186
35489.333;20.188
35486.2;20.189
35482.333;20.19
35477.867;20.191
35474.667;20.193
35471;20.194
35468.133;20.195
35462.667;20.196
35460;20.198
35456.4;20.199
35453.267;20.2
35446.267;20.201
35442.333;20.203
35438.133;20.204
35435.333;20.205
35431.8;20.206
35426.733;20.208
35423.733;20.209
35418.933;20.21
35413.133;20.211
35408.867;20.213
35402.733;20.214
35396;20.215
35391.733;20.216
35388.733;20.218
35384.467;20.219
35379.4;20.22
35373.933;20.221
35370.667;20.223
35365.6;20.224
35360.667;20.225
35355.533;20.226
35350;20.228
35346.467;20.229
35342.333;20.23
35337;20.231
35330;20.233
35325.4;20.234
35321.6;20.235
35316.2;20.236
35311;20.238
35306.267;20.239
35300.067;20.24
35294;20.241
35289.733;20.243
35285.933;20.244
35280.333;20.245
35276;20.246
35271.133;20.248
35267.867;20.249
35262.933;20.25
35258.4;20.251
35252.267;20.253
35247.867;20.254
35242.533;20.255
35238.867;20.256
35234.133;20.258
35229.667;20.259
35225.6;20.26
35220.333;20.261
35215.533;20.263
35210.733;20.264
35205;20.265
35202.6;20.266
35199.333;20.268
35194;20.269
35190.733;20.27
35186;20.271
35182.267;20.273
35178.733;20.274
35174.467;20.275
35170.067;20.276
35166.467;20.278
35160.067;20.279
35155.333;20.28
35150.8;20.281
35147;20.283
35142.8;20.284
35138;20.285
35133.733;20.286
35129.467;20.288
35124.067;20.289
35119.6;20.29
35116.533;20.291
35113.067;20.293
35107.333;20.294
35101.067;20.295
35096.4;20.297
35092.8;20.298
35087.933;20.299
35080.533;20.3
35077.133;20.302
35071.133;20.303
35066.133;20.304
35061.8;20.305
35056.2;20.306
35052.467;20.308
35046.2;20.309
35042.733;20.31
35039.267;20.311
35032;20.313
35027.4;20.314
35023;20.315
35017.667;20.317
35013.267;20.318
35008.133;20.319
35001.333;20.32
34995.333;20.322
34990.8;20.323
34987.6;20.324
34983.733;20.325
34979.2;20.326
34975.4;20.328
34970;20.329
34964.267;20.33
34960.133;20.331
34956.133;20.333
34950.4;20.334
34946.4;20.335
34942.067;20.336
34936.2;20.338
34931.533;20.339
34925.8;20.34
34920.867;20.341
34918.133;20.343
34913.933;20.344
34909.533;20.345
34905.733;20.346
34900.867;20.348
34897.667;20.349
34894.267;20.35
34890.467;20.351
34885.4;20.353
34880.533;20.354
34874;20.355
34870;20.356
34865.333;20.358
34860.2;20.359
34856.933;20.36
34852.2;20.361
34847.933;20.363
34842.933;20.364
34838.667;20.365
34834.733;20.366
34828.6;20.368
34823.533;20.369
34818.333;20.37
34811.667;20.372
34804.8;20.373
34799.867;20.374
34794.133;20.375
34788.133;20.377
34784.133;20.378
34780.067;20.379
34775.467;20.38
34767.867;20.381
34763.067;20.383
34758.667;20.384
34752.867;20.385
34744.933;20.386
34739.933;20.388
34735.067;20.389
34730.6;20.39
34725;20.392
34719.333;20.393
34715.733;20.394
34710.4;20.395
34706.067;20.397
34702.4;20.398
34696.8;20.399
34690.867;20.4
34685.933;20.401
34681.933;20.403
34676.867;20.404
34672.8;20.405
34667.733;20.406
34663.733;20.408
34659.2;20.409
34653.667;20.41
34648.467;20.411
34643.533;20.413
34638.867;20.414
34635.867;20.415
34630.067;20.416
34625.333;20.418
34621.8;20.419
34618;20.42
34614.267;20.422
34609.267;20.423
34605.733;20.424
34601.6;20.425
34594.6;20.426
34589.933;20.428
34585.533;20.429
34581.8;20.43
34576;20.431
34571.533;20.433
34567.333;20.434
34561.4;20.435
34556.733;20.436
34552.733;20.438
34547.533;20.439
34543.933;20.44
34540;20.442
34533.6;20.443
34528;20.444
34522.267;20.445
34516.8;20.446
34511.4;20.448
34505.933;20.449
34501.267;20.45
34496.867;20.451
34492.2;20.453
34486.533;20.454
34480;20.455
34473.933;20.456
34469.2;20.458
34462.4;20.459
34457;20.46
34452.267;20.462
34449.067;20.463
34445.4;20.464
34441.267;20.465
34436.667;20.466
34431.333;20.468
34427.333;20.469
34421.133;20.47
34412.133;20.471
34406.533;20.473
34401.6;20.474
34397.8;20.475
34391.733;20.477
34386.533;20.478
34383.333;20.479
34378.8;20.48
34373.533;20.481
34368;20.483
34363.467;20.484
34356.733;20.485
34352.467;20.486
34348.267;20.488
34343.4;20.489
34337.2;20.49
34331.133;20.491
34325.133;20.493
34320.8;20.494
34315.733;20.495
34311.467;20.496
34307.867;20.498
34302.867;20.499
34299.2;20.5
34294.267;20.501
34290.933;20.503
34285.933;20.504
34282.8;20.505
34276.4;20.507
34270.2;20.508
34264.667;20.509
34261.667;20.51
34253.867;20.512
34247.333;20.513
34241.133;20.514
34237.267;20.515
34230.933;20.517
34226.2;20.518
34219.4;20.519
34215.733;20.52
34210.867;20.521
34206.2;20.523
34201.067;20.524
34194.8;20.525
34190.133;20.527
34184.733;20.528
34181.067;20.529
34176.2;20.53
34171.467;20.532
34165.6;20.533
34158.933;20.534
34154.333;20.535
34148.933;20.537
34144.2;20.538
34138.533;20.539
34133.467;20.54
34130.267;20.541
34123.6;20.543
34119.733;20.544
34116.2;20.545
34107.933;20.547
34101.6;20.548
34097.467;20.549
34092.667;20.55
34087.267;20.551
34082.2;20.553
34076.6;20.554
34072.333;20.555
34067;20.556
34061.8;20.558
34056.333;20.559
34051.933;20.56
34048.333;20.561
34043.333;20.563
34038.4;20.564
34033.467;20.565
34030.067;20.567
34021.4;20.568
34016.2;20.569
34012.267;20.57
34006.8;20.572
34001.267;20.573
33997.267;20.574
33991.933;20.575
33986.667;20.576
33982.667;20.578
33979.333;20.579
33972.133;20.58
33966.733;20.581
33963.2;20.583
33955.933;20.584
33949.067;20.585
33945;20.587
33940.267;20.588
33934.267;20.589
33930.667;20.59
33924.333;20.592
33918.467;20.593
33914.333;20.594
33908.533;20.595
33901.067;20.597
33895.4;20.598
33890.2;20.599
33884.933;20.6
33880.2;20.602
33876.267;20.603
33871.933;20.604
33866;20.605
33861.133;20.607
33856.467;20.608
33851.933;20.609
33843.2;20.61
33837.733;20.612
33832.667;20.613
33826.733;20.614
33821.4;20.615
33816.067;20.617
33810.6;20.618
33805;20.619
33800.2;20.62
33795.867;20.622
33788.733;20.623
33784.867;20.624
33779.333;20.625
33771.867;20.626
